,,,2,3,2,3,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,cherish,29-05-2021 12:27,audio,healthy eating,positive,70,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,heart,05-11-2020 05:42,audio,healthy eating,positive,60,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,indifferent,21-06-2020 10:18,audio,healthy eating,neutral,20,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,adore,25-01-2021 11:29,audio,healthy eating,positive,72,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,heart,26-07-2020 15:17,audio,healthy eating,positive,60,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,interested,05-07-2020 16:46,audio,healthy eating,positive,30,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,18-02-2021 09:30,audio,healthy eating,positive,70,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,like,26-04-2021 12:19,audio,healthy eating,positive,50,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,04-07-2020 16:52,audio,healthy eating,positive,70,,,,,,,
00d0cdf9-5919-4102-bf84-ebde253c3cd2,love,18-12-2020 14:28,audio,healthy eating,positive,65,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,adore,16-02-2021 09:27,GIF,healthy eating,positive,72,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,disgust,11-05-2021 04:07,GIF,healthy eating,negative,0,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,super love,20-02-2021 21:03,GIF,healthy eating,positive,75,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,interested,30-07-2020 10:33,GIF,healthy eating,positive,30,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,indifferent,07-09-2020 20:25,GIF,healthy eating,neutral,20,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,indifferent,23-07-2020 17:10,GIF,healthy eating,neutral,20,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,27-04-2021 07:18,GIF,healthy eating,negative,10,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,cherish,25-10-2020 11:47,GIF,healthy eating,positive,70,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,want,25-11-2020 23:07,GIF,healthy eating,positive,70,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,25-01-2021 13:18,GIF,healthy eating,negative,10,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,scared,26-12-2020 02:50,GIF,healthy eating,negative,15,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,peeking,22-05-2021 06:03,GIF,healthy eating,neutral,35,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,want,20-10-2020 05:29,GIF,healthy eating,positive,70,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,disgust,06-01-2021 18:16,GIF,healthy eating,negative,0,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,peeking,18-10-2020 22:40,GIF,healthy eating,neutral,35,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,heart,11-06-2021 02:47,GIF,healthy eating,positive,60,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,indifferent,20-12-2020 09:07,GIF,healthy eating,neutral,20,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,adore,08-12-2020 06:00,GIF,healthy eating,positive,72,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,peeking,01-08-2020 06:02,GIF,healthy eating,neutral,35,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,cherish,17-01-2021 19:05,GIF,healthy eating,positive,70,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,love,12-09-2020 04:53,GIF,healthy eating,positive,65,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,disgust,31-03-2021 10:59,GIF,healthy eating,negative,0,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,interested,01-02-2021 16:16,GIF,healthy eating,positive,30,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,intrigued,09-07-2020 12:20,GIF,healthy eating,positive,45,,,,,,,
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,13-07-2020 11:22,GIF,healthy eating,negative,10,,,,,,,
a52f38d8-1c2e-4adc-b451-01c49f650195,intrigued,13-11-2020 08:13,GIF,healthy eating,positive,45,,,,,,,
a52f38d8-1c2e-4adc-b451-01c49f650195,peeking,29-09-2020 14:07,GIF,healthy eating,neutral,35,,,,,,,
6082eb46-c239-40f5-bfcd-fb72b823ee71,super love,03-08-2020 23:51,video,healthy eating,positive,75,,,,,,,
6082eb46-c239-40f5-bfcd-fb72b823ee71,worried,10-01-2021 18:21,video,healthy eating,negative,12,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,indifferent,10-06-2021 06:48,video,Healthy Eating,neutral,20,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,intrigued,03-07-2020 01:46,video,Healthy Eating,positive,45,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,intrigued,04-06-2021 22:07,video,Healthy Eating,positive,45,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,heart,02-03-2021 17:11,video,Healthy Eating,positive,60,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,interested,09-11-2020 11:39,video,Healthy Eating,positive,30,,,,,,,
279fdb2b-e9ca-4531-b55f-c8fe294083cd,adore,21-11-2020 01:01,video,Healthy Eating,positive,72,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,intrigued,01-02-2021 16:06,video,healthy eating,positive,45,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,indifferent,01-11-2020 17:51,video,healthy eating,neutral,20,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,heart,01-07-2020 20:55,video,healthy eating,positive,60,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,intrigued,29-09-2020 01:25,video,healthy eating,positive,45,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,hate,13-11-2020 06:05,video,healthy eating,negative,5,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,indifferent,31-03-2021 19:53,video,healthy eating,neutral,20,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,scared,01-12-2020 15:00,video,healthy eating,negative,15,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,worried,30-08-2020 16:56,video,healthy eating,negative,12,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,adore,21-04-2021 07:40,video,healthy eating,positive,72,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,worried,26-07-2020 06:10,video,healthy eating,negative,12,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,want,21-07-2020 13:56,video,healthy eating,positive,70,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,dislike,17-03-2021 11:11,video,healthy eating,negative,10,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,intrigued,23-12-2020 05:54,video,healthy eating,positive,45,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,super love,31-05-2021 06:39,video,healthy eating,positive,75,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,like,25-05-2021 09:00,video,healthy eating,positive,50,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,25-10-2020 01:30,video,healthy eating,negative,5,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,like,15-07-2020 07:57,video,healthy eating,positive,50,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,23-12-2020 10:34,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,super love,06-12-2020 16:14,video,healthy eating,positive,75,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,want,24-02-2021 15:09,video,healthy eating,positive,70,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,20-07-2020 22:27,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,cherish,07-01-2021 23:41,video,healthy eating,positive,70,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,worried,25-05-2021 02:13,video,healthy eating,negative,12,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,25-08-2020 16:12,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,adore,20-09-2020 14:00,video,healthy eating,positive,72,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,indifferent,04-06-2021 12:20,video,healthy eating,neutral,20,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,love,03-12-2020 22:54,video,healthy eating,positive,65,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,super love,02-08-2020 09:17,video,healthy eating,positive,75,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,adore,14-11-2020 10:11,video,healthy eating,positive,72,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,like,31-08-2020 02:02,video,healthy eating,positive,50,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,20-08-2020 04:15,video,healthy eating,negative,5,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,heart,22-11-2020 11:47,video,healthy eating,positive,60,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,27-11-2020 05:01,video,healthy eating,negative,5,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,adore,25-04-2021 23:26,video,healthy eating,positive,72,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,disgust,16-02-2021 00:26,video,healthy eating,negative,0,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,cherish,14-07-2020 19:43,video,healthy eating,positive,70,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,indifferent,17-04-2021 13:16,video,healthy eating,neutral,20,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,heart,01-03-2021 15:34,video,healthy eating,positive,60,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,intrigued,17-01-2021 05:56,video,healthy eating,positive,45,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,worried,29-12-2020 20:12,video,healthy eating,negative,12,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,scared,02-03-2021 02:19,video,healthy eating,negative,15,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,heart,24-11-2020 19:44,video,healthy eating,positive,60,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,disgust,30-05-2021 16:20,video,healthy eating,negative,0,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,09-06-2021 01:03,video,healthy eating,negative,5,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,17-03-2021 12:48,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,07-12-2020 00:05,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,want,20-04-2021 12:28,video,healthy eating,positive,70,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,20-05-2021 09:07,video,healthy eating,negative,5,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,scared,02-01-2021 18:56,video,healthy eating,negative,15,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,worried,28-11-2020 22:58,video,healthy eating,negative,12,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,10-09-2020 08:13,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,14-02-2021 01:20,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,super love,13-01-2021 19:21,video,healthy eating,positive,75,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,intrigued,29-09-2020 07:50,video,healthy eating,positive,45,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,02-06-2021 12:05,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,super love,23-06-2020 02:09,video,healthy eating,positive,75,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,30-08-2020 09:14,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,10-03-2021 23:58,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,dislike,04-02-2021 20:55,video,healthy eating,negative,10,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,interested,01-04-2021 16:45,video,healthy eating,positive,30,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,11-10-2020 15:55,video,healthy eating,neutral,35,,,,,,,
451b228b-9d66-45a4-b6fa-46c502562b5f,peeking,04-11-2020 10:29,video,healthy eating,neutral,35,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,scared,11-10-2020 16:25,GIF,healthy eating,negative,15,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,heart,02-10-2020 10:21,GIF,healthy eating,positive,60,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,cherish,10-02-2021 18:06,GIF,healthy eating,positive,70,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,like,25-07-2020 18:27,GIF,healthy eating,positive,50,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,indifferent,17-07-2020 08:02,GIF,healthy eating,neutral,20,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,worried,17-03-2021 15:04,GIF,healthy eating,negative,12,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,heart,25-07-2020 10:02,GIF,healthy eating,positive,60,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,hate,17-09-2020 02:32,GIF,healthy eating,negative,5,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,hate,24-05-2021 06:14,GIF,healthy eating,negative,5,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,hate,06-11-2020 10:31,GIF,healthy eating,negative,5,,,,,,,
c9082d3b-6f2b-4057-a0b8-3538a247982a,like,13-09-2020 20:38,GIF,healthy eating,positive,50,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,dislike,17-03-2021 13:48,audio,healthy eating,negative,10,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,heart,08-06-2021 13:18,audio,healthy eating,positive,60,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,want,14-03-2021 01:20,audio,healthy eating,positive,70,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,disgust,21-01-2021 07:44,audio,healthy eating,negative,0,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,interested,27-04-2021 23:17,audio,healthy eating,positive,30,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,disgust,08-12-2020 20:39,audio,healthy eating,negative,0,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,intrigued,20-09-2020 07:12,audio,healthy eating,positive,45,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,indifferent,17-10-2020 21:06,audio,healthy eating,neutral,20,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,adore,16-09-2020 07:59,audio,healthy eating,positive,72,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,super love,13-02-2021 17:44,audio,healthy eating,positive,75,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,super love,02-01-2021 01:14,audio,healthy eating,positive,75,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,want,02-03-2021 06:14,audio,healthy eating,positive,70,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,hate,06-06-2021 10:52,audio,healthy eating,negative,5,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,super love,01-08-2020 08:48,audio,healthy eating,positive,75,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,cherish,24-09-2020 01:32,audio,healthy eating,positive,70,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,peeking,09-11-2020 02:01,audio,healthy eating,neutral,35,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,peeking,30-04-2021 14:16,audio,healthy eating,neutral,35,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,super love,02-07-2020 19:08,audio,healthy eating,positive,75,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,hate,12-03-2021 08:39,audio,healthy eating,negative,5,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,adore,13-08-2020 14:03,audio,healthy eating,positive,72,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,cherish,20-04-2021 17:48,audio,healthy eating,positive,70,,,,,,,
2664a681-e732-422f-b529-02fabb6ec9ab,hate,16-11-2020 04:25,audio,healthy eating,negative,5,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,hate,27-12-2020 00:34,video,healthy eating,negative,5,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,want,16-10-2020 21:57,video,healthy eating,positive,70,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,peeking,10-05-2021 07:48,video,healthy eating,neutral,35,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,adore,30-08-2020 06:38,video,healthy eating,positive,72,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,indifferent,09-12-2020 03:45,video,healthy eating,neutral,20,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,interested,01-05-2021 21:25,video,healthy eating,positive,30,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,dislike,17-12-2020 09:33,video,healthy eating,negative,10,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,worried,30-01-2021 20:37,video,healthy eating,negative,12,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,heart,05-01-2021 16:19,video,healthy eating,positive,60,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,heart,04-11-2020 01:24,video,healthy eating,positive,60,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,dislike,02-03-2021 08:36,video,healthy eating,negative,10,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,adore,25-02-2021 20:05,video,healthy eating,positive,72,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,dislike,30-10-2020 16:26,video,healthy eating,negative,10,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,adore,05-04-2021 03:04,video,healthy eating,positive,72,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,want,21-02-2021 14:45,video,healthy eating,positive,70,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,cherish,08-03-2021 06:22,video,healthy eating,positive,70,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,adore,30-12-2020 23:17,video,healthy eating,positive,72,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,scared,04-11-2020 12:43,video,healthy eating,negative,15,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,hate,18-06-2020 21:09,video,healthy eating,negative,5,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,indifferent,24-04-2021 17:30,video,healthy eating,neutral,20,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,indifferent,18-07-2020 13:12,video,healthy eating,neutral,20,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,like,15-05-2021 07:56,video,healthy eating,positive,50,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,adore,14-01-2021 20:29,video,healthy eating,positive,72,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,like,01-08-2020 15:06,video,healthy eating,positive,50,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,peeking,28-09-2020 13:21,video,healthy eating,neutral,35,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,super love,26-05-2021 20:05,video,healthy eating,positive,75,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,hate,02-12-2020 22:52,video,healthy eating,negative,5,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,scared,03-04-2021 06:42,video,healthy eating,negative,15,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,super love,29-12-2020 13:23,video,healthy eating,positive,75,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,worried,31-07-2020 04:19,video,healthy eating,negative,12,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,super love,18-02-2021 09:05,video,healthy eating,positive,75,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,love,21-05-2021 19:12,video,healthy eating,positive,65,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,peeking,15-10-2020 21:20,video,healthy eating,neutral,35,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,dislike,02-07-2020 22:38,video,healthy eating,negative,10,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,dislike,07-05-2021 07:22,video,healthy eating,negative,10,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,disgust,02-01-2021 13:52,video,healthy eating,negative,0,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,super love,08-10-2020 10:59,video,healthy eating,positive,75,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,worried,26-02-2021 05:06,video,healthy eating,negative,12,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,hate,04-08-2020 01:58,video,healthy eating,negative,5,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,cherish,02-04-2021 07:00,photo,healthy eating,positive,70,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,hate,16-01-2021 16:21,photo,healthy eating,negative,5,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,like,08-11-2020 01:07,photo,healthy eating,positive,50,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,intrigued,25-04-2021 09:03,photo,healthy eating,positive,45,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,like,22-03-2021 02:06,photo,healthy eating,positive,50,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,dislike,23-10-2020 03:37,photo,healthy eating,negative,10,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,indifferent,01-12-2020 14:05,photo,healthy eating,neutral,20,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,intrigued,03-01-2021 15:17,photo,healthy eating,positive,45,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,intrigued,27-04-2021 01:13,photo,healthy eating,positive,45,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,scared,22-04-2021 12:54,photo,healthy eating,negative,15,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,dislike,08-03-2021 03:43,photo,healthy eating,negative,10,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,peeking,30-01-2021 00:41,photo,healthy eating,neutral,35,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,adore,24-07-2020 10:39,photo,healthy eating,positive,72,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,interested,31-10-2020 04:04,photo,healthy eating,positive,30,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,scared,14-02-2021 01:14,photo,healthy eating,negative,15,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,love,29-12-2020 16:30,photo,healthy eating,positive,65,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,indifferent,31-10-2020 11:57,photo,healthy eating,neutral,20,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,worried,27-11-2020 16:15,photo,healthy eating,negative,12,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,love,30-04-2021 02:05,photo,healthy eating,positive,65,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,dislike,13-09-2020 05:29,photo,healthy eating,negative,10,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,like,15-04-2021 08:30,photo,healthy eating,positive,50,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,indifferent,25-10-2020 13:14,photo,healthy eating,neutral,20,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,disgust,16-02-2021 03:15,photo,healthy eating,negative,0,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,peeking,04-11-2020 19:55,photo,healthy eating,neutral,35,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,indifferent,08-02-2021 11:49,photo,healthy eating,neutral,20,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,adore,06-05-2021 04:11,photo,healthy eating,positive,72,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,like,18-01-2021 06:58,photo,healthy eating,positive,50,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,hate,31-01-2021 08:28,photo,healthy eating,negative,5,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,heart,29-04-2021 07:22,photo,healthy eating,positive,60,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,hate,02-01-2021 14:30,photo,healthy eating,negative,5,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,heart,10-08-2020 01:00,photo,healthy eating,positive,60,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,worried,30-09-2020 08:16,photo,healthy eating,negative,12,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,hate,08-03-2021 16:35,photo,healthy eating,negative,5,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,want,01-09-2020 05:49,photo,healthy eating,positive,70,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,adore,12-07-2020 21:52,photo,healthy eating,positive,72,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,interested,07-08-2020 05:26,photo,healthy eating,positive,30,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,disgust,27-06-2020 23:16,photo,healthy eating,negative,0,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,heart,11-08-2020 18:57,photo,healthy eating,positive,60,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,dislike,31-05-2021 10:38,photo,healthy eating,negative,10,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,love,05-11-2020 18:39,photo,healthy eating,positive,65,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,love,26-05-2021 13:43,photo,healthy eating,positive,65,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,heart,19-08-2020 20:08,photo,healthy eating,positive,60,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,worried,21-11-2020 22:26,photo,healthy eating,negative,12,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,cherish,02-12-2020 13:44,photo,healthy eating,positive,70,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,worried,26-08-2020 22:37,photo,healthy eating,negative,12,,,,,,,
e8d62710-7e3a-4bef-b6da-edaaed70c401,disgust,28-02-2021 10:57,photo,healthy eating,negative,0,,,,,,,
